;;;4.0;19.0
;;;25.0;53.0
;;;3.0;20.0
;;;2.0;16.0
;;;24.0;54.0
;;;65.0;72.0
;;;24.0;55.0
;;;12.5;38.0
;;;32.0;63.0
;;;74.0;65.0
;;;2.0;7.3
;;;2.5;15.0
;;;30.0;70.0
;;;30.0;58.0
;;;1.0;18.0
;;;55.0;72.0
;;;18.0;51.0
;;;41.0;70.0
;;;3.0;25.0
;;;1.0;25.0
;;;55.0;65.0
;;;13.0;35.0
;;;23.0;35.0
;;;35.0;64.0
;;;10.0;36.0
;;;3.0;20.0
;;;2.5;15.0
;;;1.0;7.3
;;;20.0;42.0
;;;30.0;58.0
;;;14.0;45.0
;;;13.0;38.0
;;;24.0;54.0
;;;24.0;54.0
;;;23.0;35.0
;;;47.0;65.0
;;;54.0;66.0
;;;20.0;44.0
;;;24.0;54.0
;;;3.0;11.0
;;;13.0;33.0
;;;12.0;35.0
;;;15.0;42.0
;;;14.0;45.0
;;;50.0;75.0
;;;55.0;75.0
;;;2.0;7.3
;;;4.0;24.0
;;;40.0;60.0
;;;55.0;72.0
;;;40.0;65.0
;;;48.0;60.0
;;;5.0;24.0
;;;8.0;33.0
;;;40.0;60.0
;;;9.5;40.0
;;;4.0;24.0
;;;7.0;18.0
;;;32.0;55.0
;;;23.0;38.0
;;;15.0;47.0
;;;46.0;72.0
;;;55.0;65.0
;;;3.0;20.0
;;;30.0;58.0
;;;12.0;38.0
;;;3.0;20.0
;;;35.0;64.0
;;;47.0;63.0
;;;2.0;16.0
;;;12.0;36.0
;;;15.0;44.0
;;;3.0;15.0
;;;1.0;14.0
;;;44.0;58.0
;;;12.5;38.0
;;;12.5;41.0
;;;22.0;55.0
;;;87.0;65.0
;;;8.0;33.0
;;;12.0;35.0
;;;40.0;65.0
;;;15.0;48.0
;;;64.0;66.0
;;;36.0;63.0
;;;40.0;60.0
;;;3.0;27.0
;;;3.0;24.0
;;;3.0;28.0
;;;35.0;64.0
;;;16.0;48.0
;;;15.0;44.0
;;;30.0;58.0
;;;44.0;60.0
;;;8.0;37.0
;;;25.0;53.0
;;;40.0;60.0
;;;16.0;42.0
;;;1.0;10.0
;;;93.0;75.0
;;;15.0;45.0
;;;32.0;63.0
;;;15.0;44.0
;;;1.0;18.0
;;;2.0;25.0
;;;54.0;72.0
;;;32.0;63.0
;;;40.0;74.0
;;;13.0;36.0
;;;1.0;20.0
;;;40.0;60.0
;;;23.0;35.0
;;;14.0;45.0
;;;13.0;38.0
;;;1.0;10.0
;;;30.0;58.0
;;;85.0;65.0
;;;32.0;63.0
;;;40.0;65.0
;;;25.0;53.0
;;;2.0;24.0
;;;12.5;38.0
;;;25.0;53.0
;;;2.0;20.0
;;;2.5;25.0
;;;3.0;20.0
;;;23.0;55.0
;;;2.5;25.0
;;;30.0;58.0
;;;22.0;55.0
;;;68.0;72.0
;;;50.0;72.0
;;;7.0;25.0
;;;2.0;19.0
;;;14.0;45.0
;;;37.0;55.0
;;;10.0;36.0
;;;3.0;26.0
;;;18.0;51.0
;;;55.0;67.0
;;;0.5;18.0
;;;4.0;18.0
;;;40.0;60.0
;;;81.0;65.0
;;;0.5;16.0
;;;67.0;66.0
;;;15.0;47.0
;;;25.0;53.0
;;;14.0;45.0
;;;6.0;25.0
;;;15.0;42.0
;;;14.0;45.0
;;;6.0;18.0
;;;5.0;24.0
;;;15.0;42.0
;;;12.0;41.0
;;;54.0;66.0
;;;11.0;36.0
;;;35.0;64.0
;;;15.0;42.0
;;;14.0;45.0
;;;4.0;18.0
;;;9.0;33.0
;;;4.0;18.0
;;;54.0;66.0
